X,Y,OBJECTID_1,OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationNam
-13484524.7763,5561723.8607,525,532,Curbside Bus Stop only (no shelter),BUS,97741,OR,Madras, ,1210 Southwest Highway 97, ,MAD,"Madras, OR"
-9902449.5451,4541304.5131,526,533,Station Building (with waiting room),BUS,62959,IL,Marion, ,2315 W Main St, ,MAI,"Marion, IL"
-9431630.1627,5745378.3588,527,534,Curbside Bus Stop only (no shelter),BUS,49701,MI,Mackinaw City, ,102 South Huron Ave., ,MAK,"Mackinaw City, MI"
-12008284.4068,6167037.4667,528,535,Station Building (with waiting room),TRAIN,59538,MT,Malta, ,51 South 1st Street East, ,MAL,"Malta, MT"
-9837976.9672,4791057.3541,529,536,Station Building (with waiting room),TRAIN,61938,IL,Mattoon, ,1718 Broadway Avenue, ,MAT,"Mattoon, IL"
-9325353.783,4671967.5999,530,537,Station Building (with waiting room),TRAIN,41056,KY,Maysville, ,West Front Street & Rosemary Clooney Street, ,MAY,"Maysville, KY"
-12923873.7533,5606815.7133,531,538,Curbside Bus Stop only (no shelter),BUS,83638,ID,McCall, ,507 North 3rd Street, ,MCA,"McCall, ID"
-10068997.0853,3664539.4399,532,539,Station Building (with waiting room),TRAIN,39648,MS,McComb, ,114 North Railroad Avenue, ,MCB,"McComb, MS"
-13411418.0169,4482011.7742,533,540,Station Building (with waiting room),TRAIN,95340,CA,Merced, ,324 West 24th Street, ,MCD,"Merced, CA"
-10843048.685,3690462.3982,534,541,Station Building (with waiting room),TRAIN,76657,TX,McGregor, ,1 Amtrak Boulevard, ,MCG,"McGregor, TX"
-8133144.8535,5338417.9813,535,542,Curbside Bus Stop only (no shelter),BUS,05255,VT,Manchester Center, ,4519 Main Street,Hampton Inn,MCH,"Manchester Center, VT"
-9674263.8199,5119294.321,536,543,Platform only (no shelter),TRAIN,46360,IN,Michigan City, ,100 Washington Street, ,MCI,"Michigan City, IN"
-11201612.9406,4894704.6022,537,544,Station Building (with waiting room),TRAIN,69001,NE,McCook, ,101 Norris Avenue, ,MCK,"McCook, NE"
-8134362.1325,5336693.2867,538,545,Curbside Bus Stop only (no shelter),BUS,05254,VT,Manchester, ,3567 Main Street,Equinox Resort,MCQ,"Manchester, VT"
-8132816.3496,5339061.8473,539,546,Curbside Bus Stop only (no shelter),BUS,05255,VT,Manchester Center, ,75 Bonnet Street,Tour Bus Parking Area,MCV,"Manchester Center, VT"
-8343697.3839,5216123.2087,540,547,Curbside Bus Stop only (no shelter),BUS,13806,NY,Meridale, ,50 County Highway 10, ,MDL,"Meridale, NY"
-8104134.528,5092230.5969,541,548,Platform with Shelter,TRAIN,06450,CT,Meriden, ,60 State Street, ,MDN,"Meriden, CT"
-13349457.2474,4515227.8735,542,549,Curbside Bus Stop only (no shelter),BUS,95345,CA,Midpines, ,6979 Highway 140, ,MDP,"Midpines, CA"
-13366687.0519,4442240.1212,543,550,Platform with Shelter,TRAIN,93638,CA,Madera, ,18770 Road 26, ,MDR,"Madera, CA"
-9920562.1597,5093747.4361,544,551,Station Building (with waiting room),TRAIN,61342,IL,Mendota, ,783 Main Street, ,MDT,"Mendota, IL"
-9739176.976,4492554.3742,545,552,Curbside Bus Stop only (no shelter),BUS,42431,KY,Madisonville, ,4765 Hanson Road, ,MDV,"Madisonville, KY"
-13577222.7248,6083300.3002,546,553,Curbside Bus Stop only (no shelter),BUS,98272,WA,Monroe, ,19746 US Highway 2,Grocery Outlet,MEE,"Monroe - Eastbound, WA"
-9873657.3803,3811209.3633,547,554,Station Building (with waiting room),TRAIN,39301,MS,Meridian, ,1901 Front Street,Union Station,MEI,"Meridian, MS"
-10025334.8106,4181897.1414,548,555,Station Building (with waiting room),TRAIN,38103,TN,Memphis,Main and Carolina Entrance,545 South Main Street,Central Station,MEM,"Memphis, TN"
-8274331.5022,4948838.4848,549,556,Station Building (with waiting room),TRAIN,08830,NJ,Iselin, ,100 Middlesex-Essex Turnpike, ,MET,"Metropark, NJ"
-13577216.1569,6083341.2797,550,557,Curbside Bus Stop only (no shelter),BUS,98272,WA,Monroe, ,19721 US Highway 2,Shell gas station,MEW,"Monroe - Westbound, WA"
-13678318.7482,5216252.1372,551,558,Curbside Bus Stop only (no shelter),BUS,97504,OR,Medford, ,1000 Terminal Loop Parkway,Rogue Valley Int'l Airport,MFA,"Medford, OR"
-13677998.5925,5209667.9143,552,559,Station Building (with waiting room),BUS,97501,OR,Medford, ,220 S. Front Street,Greyhound Station,MFR,"Medford, OR"
-9608520.2166,3813225.8261,553,560,Station Building (with waiting room),BUS,36104,AL,Montgomery, ,495 Molton Street, ,MGM,"Montgomery, AL"
-8309650.6389,5183406.7252,554,561,Curbside Bus Stop only (no shelter),BUS,12455,NY,Margaretville, ,885 Main Street, ,MGV,"Margaretville, NY"
-13542017.9503,4457255.1934,555,562,Platform with Shelter,BUS,95037,CA,Morgan Hill, ,17300 Depot Street, ,MHC,"Morgan Hill, CA"
-8539950.653,4126083.3093,556,563,Curbside Bus Stop only (no shelter),BUS,28557,NC,Morehead City, ,1001 Arendell Street, ,MHD,"Morehead City, NC"
-10504886.5976,3835930.522,557,564,Station Building (with waiting room),TRAIN,75670,TX,Marshall, ,800 North Washington Street, ,MHL,"Marshall, TX"
-7955564.4912,5309978.3766,558,565,Station Building (with waiting room),BUS,03101,NH,Manchester, ,119 Canal Street, ,MHT,"Manchester, NH"
-7854256.8097,5080123.9559,559,566,Station Building (with waiting room),BUS,02557,MA,Oak Bluffs, ,1 Seaview Avenue, ,MHV,"Martha's Vineyard, MA"
-8934253.1648,2980460.0443,560,567,Station Building (with waiting room),TRAIN,33147,FL,Miami, ,8303 NW 37th Avenue, ,MIA,"Miami, FL"
-8541649.7568,4893966.6421,561,568,Platform with Shelter,TRAIN,17057,PA,Middletown, ,Union Street and Mill Street, ,MID,"Middletown, PA"
-8613347.2153,4950412.0332,562,569,Curbside Bus Stop only (no shelter),BUS,17059,PA,Mifflintown, ,9 Stop Plaza Drive, ,MIF,"Mifflintown, PA"
-10629798.7879,3850532.8175,563,570,Station Building (with waiting room),TRAIN,75773,TX,Mineola, ,115 East Front Street, ,MIN,"Mineola, TX"
-8516324.5641,4881819.715,564,571,Platform with Shelter,TRAIN,17552,PA,Mount Joy, ,25 South Market Street, ,MJY,"Mount Joy, PA"
-9787695.5342,5302933.5611,565,572,Station Building (with waiting room),TRAIN,53221,WI,Milwaukee, ,5601 South 6th Street,General Mitchell Int'l Airport,MKA,"Milwaukee Airport-Trains, WI"
-9785326.4322,5303936.016,566,573,Curbside Bus Stop only (no shelter),BUS,53207,WI,Milwaukee, ,5300 South Howell Avenue,General Mitchell Int'l Airport,MKB,"Milwaukee Airport-Buses, WI"
-9786887.9121,5317228.5384,567,574,Station Building (with waiting room),TRAIN,53203,WI,Milwaukee, ,433 West St. Paul Avenue,Intermodal Station,MKE,"Milwaukee-Downtown, WI"
-10049071.7999,4063529.3802,568,575,Platform with Shelter,TRAIN,38646,MS,Marks, ,285 Cherry St, ,MKS,"Marks, MS"
-10076763.9326,5087379.2967,569,576,Station Building (with waiting room),BUS,61265,IL,Moline, ,1200 River Drive, ,MLI,"Moline, IL"
-13274334.3417,5958736.0328,570,577,Curbside Bus Stop only (no shelter),BUS,98837,WA,Moses Lake, ,1810 East Kittleson Road, ,MLK,"Moses Lake, WA"
-8272064.0676,5597586.0158,571,578,Curbside Bus Stop only (no shelter),BUS,12953,NY,Malone, ,206 West Main Street, ,MLO,"Malone, NY"
-13251351.1428,4530295.8786,572,579,Curbside Bus Stop only (no shelter),BUS,93546,CA,Mammoth Lakes, ,1 Minaret Road, ,MMK,"Mammoth Lakes, CA"
-8668810.2943,5270134.1602,573,580,Curbside Bus Stop only (no shelter),BUS,14510,NY,Mt. Morris, ,Lake & Main Streets, ,MMR,"Mt. Morris, NY"
-8571586.9291,5128717.7215,574,581,Curbside Bus Stop only (no shelter),BUS,16932,PA,Mainesburg, ,19629 Roosevelt Highway, ,MNB,"Mainesburg, PA"
-8580235.8999,5131881.9998,575,582,Curbside Bus Stop only (no shelter),BUS,16933,PA,Mansfield, ,54 South Main Street, ,MNF,"Mansfield, PA"
-9052950.0057,4604991.3538,576,583,Platform with Shelter,TRAIN,25136,WV,Montgomery, ,Third Avenue and Washington Street, ,MNG,"Montgomery, WV"
-10233162.8969,5601655.7725,577,584,Curbside Bus Stop only (no shelter),BUS,54751,WI,Menomonie, ,302 10th Avenue East,University of Wisconsin Stout,MNM,"Menomonie, WI"
-8879037.6446,4929807.8536,578,585,Station Building (with waiting room),BUS,15146,PA,Monroeville, ,4210 William Penn Highway, ,MNR,"Monroeville, PA"
-8342882.9914,5609453.4545,579,586,Curbside Bus Stop only (no shelter),BUS,13662,NY,Massena, ,15054 State Highway 37, ,MNY,"Massena, NY"
-13024981.7446,5897454.2063,580,587,Curbside Bus Stop only (no shelter),BUS,83843,ID,Moscow, ,1006 Railroad Street, ,MOC,"Moscow, ID"
-13459965.3496,4532765.3816,581,588,Station Building (with waiting room),TRAIN,95355,CA,Modesto, ,1700 Held Drive, ,MOD,"Modesto, CA"
-9807389.1941,3590029.224,582,589,Station Building (with waiting room),BUS,36606,AL,Mobile, ,2545 Government Boulevard, ,MOG,"Mobile, AL"
-11836798.5223,4652022.8435,583,590,Curbside Bus Stop only (no shelter),BUS,81201,CO,Salida, ,23715 U.S. Highway 50, ,MOH,"Monarch Mountain, CO"
-13154979.6992,4171017.291,584,591,Curbside Bus Stop only (no shelter),BUS,93501,CA,Mojave, ,15900 Sierra Highway, ,MOJ,"Mojave, CA"
-11276504.9533,6146222.1882,585,592,Station Building (with waiting room),TRAIN,58701,ND,Minot, ,400 1st Avenue S.W., ,MOT,"Minot, ND"
-13056507.2294,4017094.2206,586,593,Curbside Bus Stop only (no shelter),BUS,92518,CA,Riverside, ,14160 Meridian Parkway, ,MOV,"Moreno Valley, CA"
-13233446.3649,4067103.3812,587,594,Platform only (no shelter),TRAIN,93021,CA,Moorpark, ,300 High Street, ,MPK,"Moorpark, CA"
-13787755.4301,5469595.0123,588,595,Platform only (no shelter),BUS,97453,OR,Mapleton, ,10756 OR-126, ,MPL,"Mapoleton, OR"
-8082506.9445,5505107.0025,589,596,Station Building (with waiting room),TRAIN,05602,VT,Montpelier, ,297 Junction Road, ,MPR,"Montpelier-Berlin, VT"
-9436846.4572,5400955.5648,590,597,Station Building (with waiting room),BUS,48858,MI,Mt. Pleasant, ,300 East Broomfield Street,Central Michigan University,MPT,"Mt. Pleasant, MI"
-9735168.3518,5870197.5597,591,598,Station Building (with waiting room),BUS,49855,MI,Marquette, ,1325 Commerce Drive, ,MQT,"Marquette, MI"
-8678580.6717,4787586.5368,592,599,Station Building (with waiting room),TRAIN,25401,WV,Martinsburg, ,229 East Martin Street, ,MRB,"Martinsburg, WV"
-12473031.4585,3902777.7809,593,600,Station Building (with waiting room),TRAIN,85139,AZ,Maricopa, ,19427 North John Wayne Parkway, ,MRC,"Maricopa, AZ"
-13354578.278,4507032.3869,594,601,Curbside Bus Stop only (no shelter),BUS,95338,CA,Mariposa, ,Highway 140 and 7th Street,Midtown YARTS bus stop,MRM,"Mariposa, CA"
-13355470.7266,4507806.9477,595,602,Curbside Bus Stop only (no shelter),BUS,95338,CA,Mariposa, ,4974 Joe Howard Street,Mariposa Park and Ride,MRP,"Mariposa, CA"
-13536146.4296,4742280.066,596,603,Station Building (with waiting room),BUS,95901,CA,Marysville, ,858 I Street, ,MRV,"Marysville, CA"
-13569216.3054,4383167.0617,597,604,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,500 Tyler Street,Transit Plaza,MRY,"Monterey, CA"
-10376176.5352,5603063.3374,598,605,Curbside Bus Stop only (no shelter),BUS,55111,MN,St. Paul,"Terminal 1-Lindbergh, Level 1-Ground Transportation",4300 Glumack Drive,Minneapolis-St Paul Intl Airport,MSL,"St. Paul-Minneapolis, MN"
-9951697.3578,5322816.8636,599,606,Curbside Bus Stop only (no shelter),BUS,53706,WI,Madison, ,250 North Lake Street,Univ of Wisc - Gordon Center,MSN,"Madison, WI"
-10362215.1756,5613286.8004,600,607,Station Building (with waiting room),TRAIN,55101,MN,St. Paul, ,240 Kellogg Boulevard East,Union Depot,MSP,"St. Paul-Minneapolis, MN"
-8624208.0917,4685937.316,601,608,Station Building (with waiting room),TRAIN,20110,VA,Manassas, ,9431 West Street, ,MSS,"Manassas, VA"
-9762581.8637,5477582.2042,602,609,Curbside Bus Stop only (no shelter),BUS,54220,WI,Manitowoc, ,1701 South 41st Street, ,MTC,"Manitowoc, WI"
-9506507.1088,5529200.4577,603,610,Curbside Bus Stop only (no shelter),BUS,49663,MI,Manton, ,102 South Michigan Avenue, ,MTO,"Manton, MI"
-10191386.0763,5008092.6042,604,611,Station Building (with waiting room),TRAIN,52641,IA,Mount Pleasant, ,418 North Adams Street, ,MTP,"Mount Pleasant, IA"
-8189303.9041,5700611.0271,605,612,Station Building (with waiting room),TRAIN,H3B 4G1,QC,Montreal, ,895 rue de la Gauchetiere ouest,Gare Centrale / Central Station,MTR,"Montreal, QC"
-13596428.7106,4582099.7649,606,613,Station Building (with waiting room),TRAIN,94553,CA,Martinez, ,601 Marina Vista Avenue, ,MTZ,"Martinez, CA"
-9902584.6921,4623867.3274,607,614,Curbside Bus Stop only (no shelter),BUS,62864,IL,Mt. Vernon, ,102 Potomac Boulevard, ,MVI,"Mt. Vernon, IL"
-10332009.9555,4077984.6512,608,615,Platform with Shelter,TRAIN,72104,AR,Malvern, ,200 East First Street, ,MVN,"Malvern, AR"
-13618242.4208,6176758.7999,609,616,Station Building (with waiting room),TRAIN,98273,WA,Mount Vernon, ,105 East Kincaid Street, ,MVW,"Mount Vernon, WA"
-9758093.6962,5633280.5378,610,617,Curbside Bus Stop only (no shelter),BUS,54143,WI,Marinette, ,2900 Roosevelt AVe, ,MWI,"Marinette, WI"
-8349489.01,5313633.6209,611,618,Curbside Bus Stop only (no shelter),BUS,13407,NY,Mohawk, ,1 Main Street, ,MWK,"Mohawk, NY"
-13570029.9399,4385950.126,612,619,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,886 Cannery Row,Monterey Bay Aquarium,MYA,"Monterey, CA"
-13567321.6472,4382369.8153,613,620,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,1 Old Golf Course Road,Hyatt Regency Hotel,MYH,"Monterey, CA"
-13569281.9839,4383580.5442,614,621,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,350 Calle Principal,Marriott Hotel,MYM,"Monterey, CA"
-8010894.9608,5064244.22,615,622,Station Building (with waiting room),TRAIN,06355,CT,Mystic, ,2 Roosevelt Avenue, ,MYS,"Mystic, CT"
-13569014.9283,4382857.5842,616,623,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,351 Fremont Street,Chevron gas station,MYT,"Monterey, CA"
-12972023.6456,5401944.4474,617,624,Curbside Bus Stop only (no shelter),BUS,83687,ID,Nampa, ,3319 Garrity Boulevard, ,NAM,"Nampa, ID"
-7803001.6249,5054616.8599,618,625,Station Building (with waiting room),BUS,02554,MA,Nantucket, ,1 Steamboat Wharf, ,NAN,"Nantucket, MA"
-13612151.2589,4621555.5561,619,626,Curbside Bus Stop only (no shelter),BUS,94559,CA,Napa, ,625 Burnell Street, ,NAP,"Napa, CA"
-8287320.4867,4938361.2279,620,627,Station Building (with waiting room),TRAIN,08901,NJ,New Brunswick, ,French and Albany Streets, ,NBK,"New Brunswick, NJ"
-9936630.4138,4316142.2606,621,628,Station Building (with waiting room),TRAIN,38059,TN,Newbern, ,108 Jefferson St, ,NBN,"Newbern-Dyersburg, TN"
-8575714.0561,4178080.8811,622,629,Curbside Bus Stop only (no shelter),BUS,28560,NC,New Bern, ,203 South Front Street, ,NBR,"New Bern, NC"
-7894079.4867,5284474.6644,623,630,Station Building (with waiting room),BUS,01950,MA,Newburyport, ,90 Storey Avenue, ,NBT,"Newburyport, MA"
-9656496.8908,5130569.1779,624,631,Platform with Shelter,TRAIN,49117,MI,New Buffalo, ,226 North Whittaker Street, ,NBU,"New Buffalo, MI"
-10539272.1902,3724031.6517,625,632,Curbside Bus Stop only (no shelter),BUS,75965,TX,Nacogdoches,Exxon Gas Station,9855 US Highway 259 North, ,NCG,"Nacogdoches, TX"
-8557295.8187,4714240.8976,626,633,Station Building (with waiting room),TRAIN,20784,MD,New Carrollton, ,4300 Garden City Drive, ,NCR,"New Carrollton, MD"
-7918095.4587,5473879.1294,627,634,Station Building (with waiting room),BUS,03860,NH,North Conway, ,2760 White Mountain Highway, ,NCW,"North Conway, NH"
-12757903.7825,4142243.234,628,635,Station Building (with waiting room),TRAIN,92363,CA,Needles, ,950 Front Street, ,NDL,"Needles, CA"
-10836384.0384,4586065.0129,629,636,Station Building (with waiting room),TRAIN,67114,KS,Newton, ,414 North Main Street, ,NEW,"Newton, KS"
-8569645.1722,4931208.9938,630,637,Curbside Bus Stop only (no shelter),BUS,17069,PA,New Buffalo, ,3298 Susquehanna Trail, ,NFF,"New Buffalo, PA"
-8491027.4032,4417317.3771,631,638,Station Building (with waiting room),TRAIN,23510,VA,Norfolk, ,280 Park Avenue, ,NFK,"Norfolk, VA"
-8800393.4287,5328717.2527,632,639,Station Building (with waiting room),TRAIN,14305,NY,Niagara Falls, ,825 Depot Avenue West, ,NFL,"Niagara Falls, NY"
-8801285.6547,5328538.5439,633,640,Station Building (with waiting room),TRAIN,L2E 2R6,ON,Niagara Falls, ,4267 Bridge Street, ,NFS,"Niagara Falls, ON"
-13194404.2763,4079868.1971,634,641,Platform with Shelter,BUS,91321,CA,Santa Clarita, ,24300 Railroad Avenue, ,NHL,"Santa Clarita-Newhall, CA"
-8084731.6511,5208864.44,635,642,Platform with Shelter,TRAIN,01060,MA,Northampton, ,170 Pleasant Street, ,NHT,"Northampton, MA"
-8118159.8962,5056355.3296,636,643,Station Building (with waiting room),TRAIN,06519,CT,New Haven, ,50 Union Avenue,Union Station,NHV,"New Haven, CT"
-10221780.3381,3504632.2492,637,644,Platform only (no shelter),TRAIN,70560,LA,New Iberia, ,402 West Washington Street, ,NIB,"New Iberia, LA"
-8025381.1935,5064738.4896,638,645,Station Building (with waiting room),TRAIN,06320,CT,New London, ,27 Water Street,Union Station,NLC,"New London, CT"
-9601570.7249,5136656.7624,639,646,Station Building (with waiting room),TRAIN,49120,MI,Niles, ,598 Dey Street, ,NLS,"Niles, MI"
-10027470.1106,3496622.1491,640,647,Station Building (with waiting room),TRAIN,70113,LA,New Orleans, ,1001 Loyola Avenue,Union Passenger Terminal,NOL,"New Orleans, LA"
-10847307.4626,4193814.3988,641,648,Station Building (with waiting room),TRAIN,73069,OK,Norman, ,200 South Jones Avenue, ,NOR,"Norman, OK"
-13692412.9782,5716113.3113,642,649,Curbside Bus Stop only (no shelter),BUS,97133,OR,North Plains, ,31450 NW Commercial Street, ,NPL,"North Plains, OR"
-8510594.5939,4442276.7038,643,650,Station Building (with waiting room),TRAIN,23601,VA,Newport News, ,9304 Warwick Boulevard, ,NPN,"Newport News, VA"
-9812312.4976,5128009.8826,644,651,Station Building (with waiting room),TRAIN,60540,IL,Naperville, ,105 E. Fourth Ave., ,NPV,"Naperville, IL"
-8432842.7089,4818058.5671,645,652,Platform with Shelter,TRAIN,19713,DE,Newark, ,10 Mopar Drive, ,NRK,"Newark, DE"
-8213634.0875,4999290.69,646,653,Station Building (with waiting room),TRAIN,10801,NY,New Rochelle, ,1 Railroad Plaza, ,NRO,"New Rochelle, NY"
-8761544.6404,4272341.8178,647,654,Platform only (no shelter),TRAIN,27607,NC,North Carolina State Fair, ,1025 Blue Ridge Road, ,NSF,"North Carolina State Fair, NC"
-7959774.0378,5280172.3764,648,655,Curbside Bus Stop only (no shelter),BUS,03064,NH,Nashua, ,8 North Southwood Drive, ,NSH,"Nashua, NH"
-9659532.3007,4321566.8615,649,656,Station Building (with waiting room),BUS,37203,TN,Nashville, ,709 5th Avenue South, ,NVL,"Nashville, TN"
-7894742.6097,5106485.9054,650,657,Station Building (with waiting room),BUS,02740,MA,New Bedford, ,49 State Pier, ,NWF,"New Bedford, MA"
-8255982.3719,4973290.4735,651,658,Station Building (with waiting room),TRAIN,07102,NJ,Newark, ,1 Raymond Plaza West,Penn Station,NWK,"Newark, NJ"
-7938985.1076,5084688.9677,652,659,Station Building (with waiting room),BUS,02840,RI,Newport, ,39 America's Cup Avenue, ,NWP,"Newport, RI"
-8485826.3765,5322927.1419,653,660,Platform with Shelter,TRAIN,13209,NY,Syracuse, ,581 State Fair Boulevard, ,NYF,"New York State Fair, NY"
-8237025.6585,4975585.6262,654,661,Station Building (with waiting room),TRAIN,10001,NY,New York, ,351 West 31st Street,Moynihan Train Hall at Penn Sta.,NYP,"New York, NY"
-13603036.9671,4544521.6797,655,662,Platform with Shelter,TRAIN,94621,CA,Oakland, ,700 73rd Avenue,Coliseum/Airport Station,OAC,"Oakland, CA"
-13318964.605,4485950.9809,656,663,Curbside Bus Stop only (no shelter),BUS,93644,CA,Oakhurst, ,40530 Highway 41, ,OAH,"Oakhurst, CA"
-13770632.7818,5171003.3374,657,664,Curbside Bus Stop only (no shelter),BUS,97534,OR,O'Brien, ,33096 Redwood Parkway, ,OBR,"O'Brien, CA"
-9143258.1414,3400136.7676,658,665,Curbside Bus Stop only (no shelter),BUS,34470,FL,Ocala, ,531 Northeast First Avenue, ,OCA,"Ocala, FL"
-8360417.9942,4626840.9925,659,666,Station Building (with waiting room),BUS,21842,MD,Ocean City, ,12848 Ocean Gateway, ,OCM,"Ocean City, MD"
-9783553.3593,5602553.7479,660,667,Curbside Bus Stop only (no shelter),BUS,54153,WI,Oconto, ,517 Smith Avenue, ,OCO,"Oconto, WI"
-8367234.423,4632709.9398,661,668,Curbside Bus Stop only (no shelter),BUS,21811,MD,Berlin, ,11011 Manklin Creek Road, ,OCP,"Ocean Pines-Berlin, MD"
-12465449.5806,5045309.8095,662,669,Station Building (with waiting room),BUS,84401,UT,Ogden, ,2393 Wall Avenue, ,OGD,"Ogden, UT"
-13311939.8867,6167303.82,663,670,Curbside Bus Stop only (no shelter),BUS,98840,WA,Okanogan, ,424 Second Avenue South, ,OGW,"Okanogan, WA"
-10855070.4427,4227321.5377,664,671,Station Building (with waiting room),TRAIN,73102,OK,Oklahoma City, ,100 South E.K. Gaylord Boulevard, ,OKC,"Oklahoma City, OK"
-8998045.156,3154975.229,665,672,Platform with Shelter,TRAIN,34972,FL,Okeechobee, ,801 North Parrott Avenue, ,OKE,"Okeechobee, FL"
-13611221.1778,4550347.4767,666,673,Station Building (with waiting room),TRAIN,94607,CA,Oakland, ,245 Second Street,Jack London Square Station,OKJ,"Oakland, CA"
-8870203.688,5381547.6542,667,674,Station Building (with waiting room),TRAIN,L6J 2W6,ON,Oakville, ,200 Cross Avenue, ,OKL,"Oakville, ON"
-13632992.0316,5426066.8367,668,675,Platform only (no shelter),BUS,97463,OR,Oakridge, ,48067 Hwy 58, ,OKR,"Oakridge, OR"
-13046653.7732,3862865.121,669,676,Platform only (no shelter),TRAIN,92110,CA,San Diego, ,4005 Taylor Street,Old Town Transportation Center,OLT,"San Diego, CA"
-13669373.7704,5940650.6235,670,677,Station Building (with waiting room),TRAIN,98513,WA,Lacey, ,6600 Yelm Highway SE, ,OLW,"Olympia-Lacey, WA"
-10678729.3632,5049262.4414,671,678,Station Building (with waiting room),TRAIN,68108,NE,Omaha, ,1003 South 9th Street, ,OMA,"Omaha, NE"
-13303807.4413,6176413.8403,672,679,Curbside Bus Stop only (no shelter),BUS,98841,WA,Omak, ,800 East Riverside Drive, ,OMW,"Omak, WA"
-13096691.4587,4037086.7353,673,680,Platform only (no shelter),TRAIN,91764,CA,Ontario, ,198 East Emporia Street, ,ONA,"Ontario, CA"
-8355795.3681,5229068.0603,674,681,Curbside Bus Stop only (no shelter),BUS,13820,NY,Oneonta, ,47 Market Street, ,ONO,"Oneonta, NY"
-13018963.4185,5469168.8984,675,682,Station Building (with waiting room),BUS,97914,OR,Ontario, ,842 Southeast 1st Avenue, ,ONT,"Ontario, OR"
-7834245.5792,5390589.4395,676,683,Platform only (no shelter),TRAIN,04064,ME,Old Orchard Beach, ,11 First Street, ,ORB,"Old Orchard Beach, ME"
-13647317.5516,5679349.9098,677,684,Platform with Shelter,TRAIN,97045,OR,Oregon City, ,1757 Washington Street, ,ORC,"Oregon City, OR"
-9059349.2672,3315444.9783,678,685,Station Building (with waiting room),TRAIN,32806,FL,Orlando, ,1400 Sligh Boulevard, ,ORL,"Orlando, FL"
-7644311.096,5606309.6517,679,686,Curbside Bus Stop only (no shelter),BUS,04469,ME,Orono, ,8 Gym Drive,University of Maine,ORO,"Orono, ME"
-13533345.9702,4796442.171,680,687,Curbside Bus Stop only (no shelter),BUS,95965,CA,Oroville, ,Hwy 70 and Grand Avenue, ,ORV,"Oroville, CA"
-8056950.6318,5056751.8463,681,688,Station Building (with waiting room),TRAIN,06475,CT,Old Saybrook, ,455 Boston Post Road, ,OSB,"Old Saybrook, CT"
-10437861.0792,5017818.893,682,689,Station Building (with waiting room),TRAIN,50213,IA,Osceola, ,Main & East Clay Streets, ,OSC,"Osceola, IA"
-13066619.7101,3920885.7166,683,690,Station Building (with waiting room),TRAIN,92054,CA,Oceanside, ,235 South Tremont Street, ,OSD,"Oceanside, CA"
-9857219.0431,5468964.2715,684,691,Curbside Bus Stop only (no shelter),BUS,54901,WI,Oshkosh, ,208 Osceola Street,University of Wisconsin,OSU,"Oshkosh, WI"
-13790354.7619,5623130.4514,685,692,Curbside Bus Stop only (no shelter),BUS,97368,OR,Otis, ,5280 Salmon River Hwy, ,OTE,"Otis, OR - Eastbound"
-10287583.621,5015118.3648,686,693,Station Building (with waiting room),TRAIN,52501,IA,Ottumwa, ,210 West Main Street, ,OTM,"Ottumwa, IA"
-13790403.6312,5623122.1062,687,694,Curbside Bus Stop only (no shelter),BUS,97368,OR,Otis, ,5283 Salmon River Hwy, ,OTW,"Otis, OR - Westbound"
-9369771.5388,5311461.079,688,695,Station Building (with waiting room),BUS,48867,MI,Owosso, ,109 Comstock Street, ,OWO,"Owosso, MI"
-13266610.561,4055587.3518,689,696,Station Building (with waiting room),TRAIN,93030,CA,Oxnard, ,201 East Fourth Street, ,OXN,"Oxnard, CA"
-9860215.4693,4447044.0824,690,697,Station Building (with waiting room),BUS,42001,KY,Paducah, ,2719 Irvin Cobb Avenue, ,PAD,"Paducah, KY"
-9088176.0187,3458606.1221,691,698,Platform with Shelter,TRAIN,32177,FL,Palatka, ,220 North 11th Street, ,PAK,"Palatka, FL"
-8402813.9354,4872158.2943,692,699,Station Building (with waiting room),TRAIN,19301,PA,Paoli, ,13 Lancaster Avenue, ,PAO,"Paoli, PA"
-8451612.2961,4860013.3677,693,700,Platform with Shelter,TRAIN,19365,PA,Parkesburg, ,501 Maple Street, ,PAR,"Parkesburg, PA"
-13151430.1566,4048030.9138,694,701,Curbside Bus Stop only (no shelter),BUS,91101,CA,Pasadena, ,168 South Los Robles Avenue, ,PAS,"Pasadena, CA"
-10062541.3696,4404873.0531,695,702,Station Building (with waiting room),TRAIN,63901,MO,Poplar Bluff, ,400 South Main Street, ,PBF,"Poplar Bluff, MO"
-9133832.3755,3125576.7112,696,703,Curbside Bus Stop only (no shelter),BUS,33980,FL,Port Charlotte, ,900 Kings Highway, ,PCH,"Port Charlotte, FL"
-9959400.9829,5069325.4841,697,704,Station Building (with waiting room),TRAIN,61356,IL,Princeton, ,107 Bicentennial Drive, ,PCT,"Princeton, IL"
-13446218.0723,4683501.5451,698,705,Curbside Bus Stop only (no shelter),BUS,95667,CA,Placerville, ,2894 Mosquito Road, ,PCV,"Placerville, CA"
